figure_id,italian,chinese,category,image,source_name,source_url,license_note,copyright_status,review_status,note
s94,direzione obbligatoria a sinistra,必须向左,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s94.gif,rmastri.it,https://www.rmastri.it/42/immagini/s94.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s94；来源：WEBpatente definiz.js
s95,direzione obbligatoria a destra,必须向右,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s95.gif,rmastri.it,https://www.rmastri.it/42/immagini/s95.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s95；来源：WEBpatente definiz.js
s96,preavviso di direzione obbligatoria a destra,强制右转警告,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s96.gif,rmastri.it,https://www.rmastri.it/42/immagini/s96.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s96；来源：WEBpatente definiz.js
s97,preavviso di direzione obbligatoria a sinistra,强制左转警告,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s97.gif,rmastri.it,https://www.rmastri.it/42/immagini/s97.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s97；来源：WEBpatente definiz.js
s98,direzioni consentite destra e sinistra,允许向右或向左,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s98.gif,rmastri.it,https://www.rmastri.it/42/immagini/s98.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s98；来源：WEBpatente definiz.js
s99,direzioni consentite diritto e destra,允许直行或向右,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s99.gif,rmastri.it,https://www.rmastri.it/42/immagini/s99.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s99；来源：WEBpatente definiz.js
s100,direzioni consentite diritto e sinistra,允许直行或向左,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s100.gif,rmastri.it,https://www.rmastri.it/42/immagini/s100.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s100；来源：WEBpatente definiz.js
s101,passaggio obbligatorio a sinistra di un ostacolo,遇到障碍物时必须从左侧通过,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s101.gif,rmastri.it,https://www.rmastri.it/42/immagini/s101.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s101；来源：WEBpatente definiz.js
s102,passaggio obbligatorio a destra di un ostacolo,遇到障碍物时必须从右侧通过,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s102.gif,rmastri.it,https://www.rmastri.it/42/immagini/s102.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s102；来源：WEBpatente definiz.js
s103,passaggi consentiti a destra o a sinistra di un ostacolo,遇到障碍物时可从左侧或右侧通过,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s103.gif,rmastri.it,https://www.rmastri.it/42/immagini/s103.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s103；来源：WEBpatente definiz.js
s104,rotatoria,环岛,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s104.gif,rmastri.it,https://www.rmastri.it/42/immagini/s104.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s104；来源：WEBpatente definiz.js
s105,limite minimo di velocità di 30 km/h,最低限速 30 km/h。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s105.gif,rmastri.it,https://www.rmastri.it/42/immagini/s105.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s105；来源：WEBpatente definiz.js
s106,fine del limite minimo di velocità di 30 km/h,最低限速 30 km/h 结束。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s106.gif,rmastri.it,https://www.rmastri.it/42/immagini/s106.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s106；来源：WEBpatente definiz.js
s107,catene o pneumatici da neve obbligatori,必须使用防滑链或雪地轮胎。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s107.gif,rmastri.it,https://www.rmastri.it/42/immagini/s107.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s107；来源：WEBpatente definiz.js
s108,percorso pedonale,行人专用路径,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s108.gif,rmastri.it,https://www.rmastri.it/42/immagini/s108.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s108；来源：WEBpatente definiz.js
s109,fine del percorso pedonale,行人专用路径结束,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s109.gif,rmastri.it,https://www.rmastri.it/42/immagini/s109.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s109；来源：WEBpatente definiz.js
s110,pista ciclabile,自行车道,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s110.gif,rmastri.it,https://www.rmastri.it/42/immagini/s110.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s110；来源：WEBpatente definiz.js
s111,fine pista ciclabile,自行车道结束,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s111.gif,rmastri.it,https://www.rmastri.it/42/immagini/s111.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s111；来源：WEBpatente definiz.js
s112,pista ciclabile contigua (accanto) al marciapiede,人行道旁相邻自行车道。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s112.gif,rmastri.it,https://www.rmastri.it/42/immagini/s112.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s112；来源：WEBpatente definiz.js
s113,percorso unico pedonale e ciclabile,行人和自行车共用路径。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s113.gif,rmastri.it,https://www.rmastri.it/42/immagini/s113.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s113；来源：WEBpatente definiz.js
s114,fine della pista ciclabile contigua (accanto) al marciapiede,人行道旁相邻自行车道结束。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s114.gif,rmastri.it,https://www.rmastri.it/42/immagini/s114.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s114；来源：WEBpatente definiz.js
s115,fine del percorso pedonale e ciclabile,行人和自行车共用路径结束。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s115.gif,rmastri.it,https://www.rmastri.it/42/immagini/s115.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s115；来源：WEBpatente definiz.js
s116,percorso riservato ai quadrupedi da soma e da sella,驮畜和骑乘动物专用路线。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s116.gif,rmastri.it,https://www.rmastri.it/42/immagini/s116.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s116；来源：WEBpatente definiz.js
s117,fine del percorso riservato ai quadrupedi da soma e da sella,驮畜和骑乘动物专用路线结束。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s117.gif,rmastri.it,https://www.rmastri.it/42/immagini/s117.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s117；来源：WEBpatente definiz.js
s118,alt-dogana: segnala un controllo doganale al confine con uno stato extracomunitario ove e’ obbligatorio fermarsi,海关停车检查：在非欧盟国家边境海关检查处必须停车。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s118.gif,rmastri.it,https://www.rmastri.it/42/immagini/s118.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s118；来源：WEBpatente definiz.js
s119,alt-polizia: segnala un posto di blocco istituito da organi di polizia ove e’ obbligatorio fermarsi anche se non mostrano la paletta,警察停车检查：遇警察设卡时必须停车。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s119.gif,rmastri.it,https://www.rmastri.it/42/immagini/s119.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s119；来源：WEBpatente definiz.js
s120,"alt-stazione: segnala l’obbligo di arresto presso accessi autostradali controllati, per operazioni di pedaggio",收费站停车：在受控高速入口或收费操作处必须停车。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s120.gif,rmastri.it,https://www.rmastri.it/42/immagini/s120.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s120；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s121,distanza,距离,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s121.gif,rmastri.it,https://www.rmastri.it/42/immagini/s121.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s121；来源：WEBpatente definiz.js
s122,estesa,路段长度,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s122.gif,rmastri.it,https://www.rmastri.it/42/immagini/s122.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s122；来源：WEBpatente definiz.js
s123,fasce orarie di tutti i giorni,每天适用的时间段。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s123.gif,rmastri.it,https://www.rmastri.it/42/immagini/s123.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s123；来源：WEBpatente definiz.js
s124,fasce orarie dei giorni festivi,节假日适用的时间段。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s124.gif,rmastri.it,https://www.rmastri.it/42/immagini/s124.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s124；来源：WEBpatente definiz.js
s125,fasce orarie dei giorni lavorativi,工作日适用的时间段。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s125.gif,rmastri.it,https://www.rmastri.it/42/immagini/s125.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s125；来源：WEBpatente definiz.js
s126,limitazione,限制,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s126.gif,rmastri.it,https://www.rmastri.it/42/immagini/s126.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s126；来源：WEBpatente definiz.js
s127,eccezione,例外,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s127.gif,rmastri.it,https://www.rmastri.it/42/immagini/s127.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s127；来源：WEBpatente definiz.js
s128,inizio,开始,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s128.gif,rmastri.it,https://www.rmastri.it/42/immagini/s128.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s128；来源：WEBpatente definiz.js
s129,continuazione,继续,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s129.gif,rmastri.it,https://www.rmastri.it/42/immagini/s129.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s129；来源：WEBpatente definiz.js
s130,fine,结束,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s130.gif,rmastri.it,https://www.rmastri.it/42/immagini/s130.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s130；来源：WEBpatente definiz.js
s131,segni orizzontali mancanti o in rifacimento,路面标线缺失或正在重画。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s131.gif,rmastri.it,https://www.rmastri.it/42/immagini/s131.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s131；来源：WEBpatente definiz.js
s132,incidente,事故,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s132.gif,rmastri.it,https://www.rmastri.it/42/immagini/s132.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s132；来源：WEBpatente definiz.js
s133,attraversamento di binari,铁路交叉口,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s133.gif,rmastri.it,https://www.rmastri.it/42/immagini/s133.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s133；来源：WEBpatente definiz.js
s134,sgombraneve in azione,扫雪车作业中,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s134.gif,rmastri.it,https://www.rmastri.it/42/immagini/s134.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s134；来源：WEBpatente definiz.js
s135,zona soggetta ad allagamento,易积水区域。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s135.gif,rmastri.it,https://www.rmastri.it/42/immagini/s135.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s135；来源：WEBpatente definiz.js
s136,coda: veicoli fermi o in lento movimento,排队拥堵：车辆停止或缓慢移动。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s136.gif,rmastri.it,https://www.rmastri.it/42/immagini/s136.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s136；来源：WEBpatente definiz.js
s137,mezzi di lavoro in azione,工程车辆作业。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s137.gif,rmastri.it,https://www.rmastri.it/42/immagini/s137.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s137；来源：WEBpatente definiz.js
s138,strada sdrucciolevole per ghiaccio,结冰导致路面湿滑。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s138.gif,rmastri.it,https://www.rmastri.it/42/immagini/s138.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s138；来源：WEBpatente definiz.js
s139,strada sdrucciolevole per pioggia,雨水导致路面湿滑。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s139.gif,rmastri.it,https://www.rmastri.it/42/immagini/s139.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s139；来源：WEBpatente definiz.js
s140,autocarri in rallentamento,货车减速行驶,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s140.gif,rmastri.it,https://www.rmastri.it/42/immagini/s140.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s140；来源：WEBpatente definiz.js
s141,zona rimozione coatta,强制拖车区,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s141.gif,rmastri.it,https://www.rmastri.it/42/immagini/s141.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s141；来源：WEBpatente definiz.js
s142,segnale di corsia,车道指示信号,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s142.gif,rmastri.it,https://www.rmastri.it/42/immagini/s142.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s142；来源：WEBpatente definiz.js
s143,numero complessivo dei tornanti,连续弯道的总数量。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s143.gif,rmastri.it,https://www.rmastri.it/42/immagini/s143.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s143；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s144,numero progressivo del tornante,当前弯道的顺序编号。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s144.gif,rmastri.it,https://www.rmastri.it/42/immagini/s144.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s144；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s145,pulizia meccanica della strada,道路机械清扫,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s145.gif,rmastri.it,https://www.rmastri.it/42/immagini/s145.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s146；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s146,andamento della strada principale,主干道走向,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s146.gif,rmastri.it,https://www.rmastri.it/42/immagini/s146.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s147；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s148,divieto di sosta temporaneo per pulizia meccanica della strada,因机械清扫道路临时禁止停车。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s148.gif,rmastri.it,https://www.rmastri.it/42/immagini/s148.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s148；来源：WEBpatente definiz.js
s150,"preavviso di deviazione obbligatoria a destra per autocarri che superano 3,5 t.",前方货车必须向右改道的预告标志，适用于超过 3.5 吨的货车。,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s150.gif,rmastri.it,https://www.rmastri.it/42/immagini/s150.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s150；来源：WEBpatente definiz.js
s151,divieto di transito per autotreni ed autoarticolati,禁止货车和铰接式货车过境,交通标志与图形 - 辅助牌,https://www.rmastri.it/42/immagini/s151.gif,rmastri.it,https://www.rmastri.it/42/immagini/s151.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s151；来源：WEBpatente definiz.js
s152,senso unico parallelo,平行方向单行道。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s152.gif,rmastri.it,https://www.rmastri.it/42/immagini/s152.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s152；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s153,senso unico frontale,正面方向单行道。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s153.gif,rmastri.it,https://www.rmastri.it/42/immagini/s153.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s153；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s154,lanterna semaforica veicolare normale,普通车辆交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s154.gif,rmastri.it,https://www.rmastri.it/42/immagini/s154.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s154；来源：WEBpatente definiz.js
s155,semafori veicolari di corsia,车道交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s155.gif,rmastri.it,https://www.rmastri.it/42/immagini/s155.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s155；来源：WEBpatente definiz.js
s156,"semaforo per veicoli di trasporto pubblico (tram, taxi, autobus)",公共交通车辆专用信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s156.gif,rmastri.it,https://www.rmastri.it/42/immagini/s156.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s156；来源：WEBpatente definiz.js
s157,semaforo pedonale,行人交通信号灯,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s157.gif,rmastri.it,https://www.rmastri.it/42/immagini/s157.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s157；来源：WEBpatente definiz.js
s158,semaforo per velocipedi (biciclette),自行车交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s158.gif,rmastri.it,https://www.rmastri.it/42/immagini/s158.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s158；来源：WEBpatente definiz.js
s159,lanterne semaforiche per corsie reversibili,可变车道交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s159.gif,rmastri.it,https://www.rmastri.it/42/immagini/s159.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s159；来源：WEBpatente definiz.js
s160,lanterne semaforiche gialle lampeggianti,黄色闪烁交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s160.gif,rmastri.it,https://www.rmastri.it/42/immagini/s160.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s160；来源：WEBpatente definiz.js
s161,lanterna semaforica speciale di onda verde,绿波特殊交通信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s161.gif,rmastri.it,https://www.rmastri.it/42/immagini/s161.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s161；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s162,lanterna semaforica speciale a luci rosse lampeggianti,红色闪烁特殊信号灯。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s162.gif,rmastri.it,https://www.rmastri.it/42/immagini/s162.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s162；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s163,confine di stato tra paesi della comunità  europea,欧盟国家之间的国界标志。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s163.gif,rmastri.it,https://www.rmastri.it/42/immagini/s163.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s172；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s163,confine di stato tra paesi della comunità europea,欧盟国家之间的国界标志。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s163.gif,rmastri.it,https://www.rmastri.it/42/immagini/s163.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s121；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s164,preavviso di confine di stato tra paesi della comunità  europea,欧盟国家之间国界预告。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s164.gif,rmastri.it,https://www.rmastri.it/42/immagini/s164.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s173；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s164,preavviso di confine di stato tra paesi della comunità europea,欧盟国家之间国界预告。,交通标志与图形 - 强制标志,https://www.rmastri.it/42/immagini/s164.gif,rmastri.it,https://www.rmastri.it/42/immagini/s164.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s122；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s166,segnale di preavviso di intersezione urbana,城市交叉路口预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s166.gif,rmastri.it,https://www.rmastri.it/42/immagini/s166.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s166；来源：WEBpatente definiz.js
s167,segnale di preavviso di intersezioni ravvicinate urbane,城市内相近交叉路口预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s167.gif,rmastri.it,https://www.rmastri.it/42/immagini/s167.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s167；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s168,segnale di preavviso di intersezione urbana con rotatoria,带环岛的城市交叉路口预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s168.gif,rmastri.it,https://www.rmastri.it/42/immagini/s168.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s168；来源：WEBpatente definiz.js
s169,"segnale di preavviso di intersezione urbana, con divieto di transito per una categoria di veicoli su un ramo dell’intersezione",城市交叉路口预告标志，其中某一支路禁止某类车辆通行。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s169.gif,rmastri.it,https://www.rmastri.it/42/immagini/s169.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s169；来源：WEBpatente definiz.js
s170,segnale di preavviso di intersezione extraurbana con passaggio a livello su un ramo dell’intersezione,郊外交叉路口预告标志，其中某一支路有铁路平交道口。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s170.gif,rmastri.it,https://www.rmastri.it/42/immagini/s170.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s170；来源：WEBpatente definiz.js
s171,segnale di preselezione extraurbano,郊外道路车道预选标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s171.gif,rmastri.it,https://www.rmastri.it/42/immagini/s171.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s171；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s172,segnale di preselezione urbano,城市道路车道预选标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s172.gif,rmastri.it,https://www.rmastri.it/42/immagini/s172.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s172；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s173,preavviso di diramazione autostradale,高速公路分岔预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s173.gif,rmastri.it,https://www.rmastri.it/42/immagini/s173.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s173；来源：WEBpatente definiz.js
s174,preavviso di diramazione urbana,城市道路分岔预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s174.gif,rmastri.it,https://www.rmastri.it/42/immagini/s174.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s174；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s182,segnale di itinerario extraurbano,郊外道路路线指示标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s182.gif,rmastri.it,https://www.rmastri.it/42/immagini/s182.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s182；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s183,fine centro abitato e segnale di conferma delle località successive,居民区结束，并确认后续地点方向。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s183.gif,rmastri.it,https://www.rmastri.it/42/immagini/s183.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s183；来源：WEBpatente definiz.js
s184,segnale di conferma autostradale,高速公路确认标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s184.gif,rmastri.it,https://www.rmastri.it/42/immagini/s184.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s184；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s186,area pedonale,步行区域。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s186.gif,rmastri.it,https://www.rmastri.it/42/immagini/s186.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s186；来源：WEBpatente definiz.js
s187,zona a traffico limitato,限制交通区域。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s187.gif,rmastri.it,https://www.rmastri.it/42/immagini/s187.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s187；来源：WEBpatente definiz.js
s189,transitabilità: passo aperto con obbligo di catene o pneumatici da neve,通行情况：山口开放，但必须使用防滑链或雪地轮胎。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s189.gif,rmastri.it,https://www.rmastri.it/42/immagini/s189.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,"图形编号 s192；来源：WEBpatente definiz.js；需人工校对；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: manual_check, figure_id_mismatch"
